outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high,day_type
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,10,NA,NA,NA,NA,7.271136628718475,3.5247340790001087,11.01753917843684,Weekday
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,10,NA,NA,NA,NA,8.022647032220663,4.272587714668228,11.772706349773095,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,11,NA,NA,NA,NA,7.280503007065028,3.534171711698854,11.026834302431205,Weekday
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,11,NA,NA,NA,NA,8.032013410567217,4.282026701737461,11.782000119396972,Weekend
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,12,NA,NA,NA,NA,7.217517312742079,3.47115998191078,10.963874643573378,Weekday
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,12,NA,NA,NA,NA,7.969027716244267,4.219015383111008,11.719040049377526,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,01,NA,NA,NA,NA,-1.7399694059899435,-4.706254235320846,1.226315423340959,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,01,NA,NA,NA,NA,-1.3207754528516609,-4.289629808744065,1.648078903040743,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,02,NA,NA,NA,NA,-1.7306645869300434,-4.69727293210321,1.2359437582431223,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,02,NA,NA,NA,NA,-1.3114706337917608,-4.280651455212551,1.6577101876290294,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,03,NA,NA,NA,NA,-1.738121280769709,-4.704509283576663,1.2282667220372454,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,03,NA,NA,NA,NA,-1.3189273276314264,-4.287889567233854,1.6500349119710016,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,04,NA,NA,NA,NA,-1.7413686022423978,-4.707615434177228,1.2248782296924323,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,04,NA,NA,NA,NA,-1.322174649104115,-4.290990930820918,1.6466416326126876,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,05,NA,NA,NA,NA,-1.7250821884391006,-4.691666302628774,1.2415019257505733,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,05,NA,NA,NA,NA,-1.305888235300818,-4.275042145737676,1.6632656751360404,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,06,NA,NA,NA,NA,-1.6987690943079128,-4.66567726214214,1.2681390735263138,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,06,NA,NA,NA,NA,-1.27957514116963,-4.249054143006699,1.6899038606674388,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,07,NA,NA,NA,NA,-1.708831564480193,-4.675515113655757,1.2578519846953704,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,07,NA,NA,NA,NA,-1.2896376113419104,-4.25888843079332,1.6796132081094992,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,08,NA,NA,NA,NA,-1.7028957077840758,-4.669269782920509,1.2634783673523569,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,08,NA,NA,NA,NA,-1.2837017546457932,-4.252649593570924,1.685246084279337,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,09,NA,NA,NA,NA,-1.7316068586448932,-4.697545925944674,1.2343322086548878,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,09,NA,NA,NA,NA,-1.3124129055066105,-4.28092824032859,1.6561024293153694,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,10,NA,NA,NA,NA,-1.722168035519699,-4.687900659487312,1.243564588447913,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,10,NA,NA,NA,NA,-1.3029740823814169,-4.271274482043391,1.6653263172805577,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,11,NA,NA,NA,NA,-1.7259480969424643,-4.691570384775646,1.2396741908907167,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,11,NA,NA,NA,NA,-1.3067541438041816,-4.274944204655485,1.6614359170471211,Weekend
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekday,NA,12,NA,NA,NA,NA,-1.7421454734227837,-4.707815510548537,1.2235245637029692,Weekday
onset,ClockTime,base,REML,onset_poly_interact_04_REML.rds,primary,month_x_weekend,NA,Weekend,NA,12,NA,NA,NA,NA,-1.322951520284501,-4.291188938776651,1.6452858982076497,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,01,NA,NA,NA,NA,-1.6737528932358008,-4.657892479627795,1.3103866931561932,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,01,NA,NA,NA,NA,-1.2444860102416513,-4.231217143645532,1.7422451231622291,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,02,NA,NA,NA,NA,-1.663495179904423,-4.647865349918531,1.3208749901096843,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,02,NA,NA,NA,NA,-1.2342282969102736,-4.221193361869881,1.7527367680493335,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,03,NA,NA,NA,NA,-1.6709323361957693,-4.65499188918821,1.3131272167966717,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,03,NA,NA,NA,NA,-1.2416654532016198,-4.2283214100482445,1.7449905036450046,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,04,NA,NA,NA,NA,-1.6745743170379148,-4.658569855197916,1.309421221122086,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,04,NA,NA,NA,NA,-1.245307434043765,-4.231894801137042,1.741279933049511,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,05,NA,NA,NA,NA,-1.6583917274200612,-4.642752424116661,1.325968969276538,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,05,NA,NA,NA,NA,-1.2291248444259115,-4.216077759552548,1.757828070700725,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,06,NA,NA,NA,NA,-1.6326509813814285,-4.61736162120655,1.3520596584436937,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,06,NA,NA,NA,NA,-1.203384098387279,-4.190688016870841,1.7839198200962834,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,07,NA,NA,NA,NA,-1.6435418884096382,-4.628037488208742,1.3409537113894654,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,07,NA,NA,NA,NA,-1.2142750054154887,-4.201360499162925,1.7728104883319484,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,08,NA,NA,NA,NA,-1.6369459303863687,-4.62116341987139,1.3472715590986524,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,08,NA,NA,NA,NA,-1.2076790473922192,-4.194492688197021,1.7791345934125822,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,09,NA,NA,NA,NA,-1.669443817491666,-4.653252504538523,1.3143648695551904,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,09,NA,NA,NA,NA,-1.2401769344975166,-4.226584465295726,1.7462305963006934,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,10,NA,NA,NA,NA,-1.663811416480895,-4.647414851156535,1.3197920181947445,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,10,NA,NA,NA,NA,-1.2345445334867455,-4.2207380468810385,1.751648979907548,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,11,NA,NA,NA,NA,-1.6620980817603872,-4.6456495979609915,1.321453434440217,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,11,NA,NA,NA,NA,-1.2328311987662377,-4.218971829690364,1.7533094321578888,Weekend
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekday,NA,12,NA,NA,NA,NA,-1.6806013076361928,-4.664187481415994,1.3029848661436088,Weekday
onset,ClockTime,dst,REML,onset_poly_interact_04_dst_REML.rds,primary,month_x_weekend,NA,Weekend,NA,12,NA,NA,NA,NA,-1.2513344246420433,-4.237509410239156,1.7348405609550697,Weekend
