outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high,employment_clean
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,51,7.821027157043098,6.614744079500588,9.027310234585608,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,51,6.87547019745548,6.183199657207711,7.56774073770325,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,51,7.215160124430218,6.8200511114707725,7.610269137389664,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,51,7.66974695497821,7.063204887273185,8.276289022683235,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,51,7.865265313411732,7.311542540040071,8.418988086783393,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,51,7.577020782267232,6.425462898680159,8.728578665854304,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,52,7.097755268827901,6.79523288031429,7.400277657341511,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,52,6.98102940807842,6.391331785530984,7.570727030625856,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,52,7.811902055924046,6.63675800625365,8.987046105594441,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,52,6.836827157908301,6.139347338401878,7.534306977414724,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,52,7.200515873851494,6.810983081692742,7.590048666010245,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,52,7.660520687658452,7.046420506267806,8.274620869049098,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,52,7.867412806789213,7.306656379463542,8.428169234114884,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,52,7.56163287323371,6.435864741536059,8.68740100493136,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,53,7.088969956080461,6.78378568074668,7.394154231414241,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,53,6.987877005601323,6.396373351247861,7.5793806599547855,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,53,7.796031489848249,6.658873581050436,8.933189398646062,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,53,6.799632010569456,6.088895929587136,7.510368091551776,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,53,7.186391364509292,6.802326633289448,7.570456095729135,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,53,7.653025035349691,7.03199665763128,8.274053413068101,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,53,7.86698326923574,7.295888681185873,8.438077857285606,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,53,7.544133038685355,6.444310522001718,8.643955555368992,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,54,7.080664249808839,6.7728076380363875,7.388520861581291,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,54,6.997840708623042,6.4039417424684,7.591739674777684,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,54,7.773415458815708,6.680309738281565,8.866521179349851,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,54,6.763884755438944,6.033587111690252,7.494182399187636,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,54,7.17278659640361,6.793947877016791,7.55162531579043,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,54,7.647259998051924,7.020500450647103,8.274019545456744,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,54,7.86397670075131,7.2802070721751315,8.44774632932749,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,54,7.524521278622164,6.450023128695992,8.599019428548335,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,55,7.072838150013037,6.7623056122749094,7.383370687751164,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,55,7.010920517143578,6.413746141793125,7.608094892494031,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,55,7.744053962826421,6.69988736322875,8.788220562424094,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,55,6.729585392516766,5.975097580424763,7.484073204608769,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,55,7.159701569534453,6.785676563716879,7.533726575352026,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,55,7.643225575765152,7.012298982692712,8.274152168837594,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,55,7.858393101335925,7.260461665951635,8.456324536720215,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,55,7.50279759304414,6.452084659480496,8.553510526607784,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,56,7.065491656693054,6.752268893426333,7.378714419959776,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,56,7.027116431162932,6.425464510563439,7.628768351762425,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,56,7.707947001880391,6.715876917045233,8.700017086715548,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,56,6.696733921802922,5.914926833223811,7.478541010382033,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,56,7.147136283901816,6.777316091410518,7.516956476393115,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,56,7.6409217684893775,7.007575468628918,8.274268068349837,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,56,7.850232470989584,7.237369314877494,8.463095627101675,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,56,7.478961981951283,6.4494263651587564,8.508497598743809,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,57,7.058624769848891,6.742669759064891,7.374579780632891,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,57,7.046428450681105,6.438750005953634,7.654106895408575,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,57,7.665094575977616,6.725787313789425,8.604401838165806,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,57,6.665330343297411,5.854353372964483,7.476307313630339,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,57,7.135090739505703,6.768631370683098,7.501550108328308,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,57,7.640348576224598,7.00633841370374,8.274358738745457,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,57,7.839494809712288,7.211516115113634,8.467473504310943,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,57,7.453014445343592,6.440836925868617,8.465191964818565,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,58,7.0522374894805475,6.7334641461049145,7.3710108328561805,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,58,7.068856575698094,6.453239865143543,7.684473286252644,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,58,7.615496685118095,6.726098997768674,8.504894372467517,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,58,6.635374657000234,5.79442890597282,7.476320408027648,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,58,7.123564936346112,6.759360004622803,7.487769868069421,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,58,7.641505998970814,7.008429182682794,8.274582815258835,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,58,7.826180117504037,7.183366135746812,8.468994099261263,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,58,7.424954983221068,6.424985292286905,8.42492467415523,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,59,7.046329815588022,6.724592634751896,7.368066996424148,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,59,7.0944008062138995,6.468566005690722,7.720235606737077,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,59,7.5591533293018305,6.7120106755274795,8.40629598307618,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,59,6.60686686291139,5.735999276084867,7.477734449737913,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,59,7.112558874423042,6.749218757884248,7.475898990961837,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,59,7.644394036728024,7.013514838200917,8.275273235255131,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,59,7.81028839436483,7.153277082175267,8.467299706554392,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,59,7.394783595583707,6.400471596294414,8.389095594873,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,60,7.040901748171317,6.715981181677205,7.3658223146654285,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,60,7.123061142228523,6.4843676496868765,7.76175463477017,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,60,7.496064508528821,6.6773947790672565,8.314734237990386,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,60,6.579806961030879,5.679734970702031,7.479878951359728,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,60,7.1020725537364955,6.7379084775384355,7.4662366299345555,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,60,7.649012689496232,7.021082710748339,8.276942668244125,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,60,7.791819640294666,7.1215128894874065,8.462126391101924,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,60,7.3625002824315136,6.365906132228658,8.35909443263437,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,61,7.035953287230431,6.707542223881986,7.364364350578875,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,61,7.154837583741964,6.5003042767881825,7.809370890695745,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,61,7.426230222799067,6.615311240010144,8.23714920558799,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,61,6.554194951358704,5.626161219012531,7.482228683704876,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,61,7.09210597428647,6.725125669516663,7.459086279056278,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,61,7.655361957275433,7.030426016332211,8.280297898218654,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,61,7.770773855293547,7.088256933624342,8.453290776962753,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,61,7.328105043764488,6.320007906970314,8.336202180558661,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,62,7.031484432765364,6.6991761268673535,7.363792738663374,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,62,7.1897301307542225,6.516067629299393,7.863392632209052,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,62,7.349650472112568,6.519343286263699,8.179957657961438,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,62,6.530030833894861,5.575684553649915,7.484377114139806,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,62,7.0826591360729685,6.710583042117437,7.4547352300285,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,62,7.663441840065631,7.040638904171541,8.286244775959721,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,62,7.747151039361473,7.053622363295354,8.440679715427592,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,62,7.2915978795826275,6.261711252494878,8.321484506670377,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,63,7.027495184776116,6.690772789354572,7.364217580197661,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,63,7.227738783265298,6.53139215364524,7.924085412885357,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,63,7.266325256469324,6.385342668996434,8.147307843942215,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,63,6.507314608639352,5.528616655790401,7.486012561488304,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,63,7.0737320390959875,6.694021144620828,7.453442933571147,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,63,7.673252337866824,7.050620168109225,8.295884507624423,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,63,7.720951192498443,7.017658791102441,8.424243593894445,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,63,7.252978789885933,6.190249422394361,8.315708157377506,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,64,7.023985543262689,6.682213946839181,7.365757139686196,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,64,7.268863541275192,6.546061739561861,7.991665342988523,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,64,7.176254575869338,6.212409756272919,8.140099395465757,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,64,6.486046275592177,5.485191248507896,7.486901302676457,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,64,7.065324683355531,6.675223286361827,7.455426080349235,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,64,7.684793450679014,7.059093171337387,8.310493730020642,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,64,7.692174314704459,6.980360179287788,8.40398845012113,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,64,7.212247774674407,6.1051995119928915,8.319296037355922,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,65,7.02095550822508,6.673375339743474,7.368535676706685,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,65,7.313104404783903,6.559912472146598,8.066296337421209,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,65,7.079438430312605,6.002380087334089,8.15649677329112,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,65,6.466225834753335,5.445578233266518,7.486873436240151,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,65,7.057437068851594,6.654025419194401,7.460848718508787,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,65,7.698065178502198,7.064659055898693,8.331471301105703,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,65,7.660820405979518,6.941665978148843,8.379974833810193,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,65,7.169404833948046,6.006472214680071,8.33233745321602,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,66,7.018405079663291,6.664129799125515,7.372680360201066,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,66,7.360461373791431,6.572832130575759,8.148090617007103,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,66,6.9758768197991285,5.758442139119336,8.193311500478922,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,66,6.447853286122828,5.409895686457589,7.485810885788067,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,66,7.050069195584181,6.630320916631177,7.4698174745371855,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,66,7.713067521336377,7.065892161146111,8.360242881526643,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,66,7.626889466323622,6.901465711119561,8.352313221527682,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,66,7.12444996770685,5.894262191505986,8.354637743907714,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,67,7.01633425757732,6.654350361210655,7.378318153943985,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,67,7.410934448297776,6.584756156139523,8.237112740456029,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,67,6.865569744328906,5.483934811852574,8.247204676805238,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,67,6.430928629700652,5.37821490081126,7.4836423585900445,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,67,7.04322106355329,6.604058628999742,7.482383498106837,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,67,7.729800479181552,7.061449488423934,8.39815146993917,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,67,7.590381495736769,6.8595983912821055,8.321164600191432,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,67,7.0773831759508194,5.768969178744849,8.385797173156789,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,68,7.0147430419671695,6.643913474734285,7.385572609200054,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,68,7.464523628302939,6.595660952920732,8.333386303685145,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,68,6.74851720390194,5.181738385017738,8.315296022786143,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,68,6.415451865486812,5.350567639503832,7.480336091469792,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,68,7.036892672758921,6.5752380370288455,7.498547308488997,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,68,7.748264052037724,7.050194541521871,8.446333562553578,Self Employed
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,68,7.5512964942189615,6.815852940994979,8.286740047442944,Student
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Unable To Work,NA,NA,NA,NA,68,7.028204458679958,5.631117654824588,8.425291262535326,Unable To Work
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Employed For Wages,NA,NA,NA,NA,69,7.013631432832838,6.632702155612811,7.394560710052866,Employed For Wages
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Homemaker,NA,NA,NA,NA,69,7.52122891380692,6.605556151246282,8.436901676367558,Homemaker
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,69,6.624719198518229,4.854118102286274,8.395320294750183,Out Of Work Less Than One
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,69,6.401422993481305,5.326949448644504,7.475896538318107,Out Of Work One Or More
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,69,7.031084023201075,6.543896024139311,7.518272022262838,Retired
duration,Duration,base,REML,duration_poly_interact_04_5_REML.rds,primary,age_x_employment,Self Employed,NA,NA,NA,NA,69,7.768458239904891,7.031288285699177,8.505628194110605,Self Employed
