outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,estimate,conf.low,conf.high
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,50,3.2299800239768177,2.796355036891168,3.6636050110624674
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,51,3.2296499684232267,2.791823870688729,3.667476066157725
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,52,3.229052230167682,2.7869292424479952,3.671175217887369
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,53,3.2281868092101837,2.781749868688112,3.6746237497322554
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,54,3.227053705550732,2.7763300286192627,3.6777773824822018
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,55,3.2256529191893266,2.77068107033919,3.6806247680394626
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,56,3.223984450125968,2.764783413673748,3.683185486578187
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,57,3.2220482983606553,2.7585869010946125,3.685509695626698
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,58,3.219844463893389,2.752014218335956,3.6876747094508224
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,59,3.2173729467241694,2.744960571758189,3.6897853216901497
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,60,3.2146337468529964,2.737294776513545,3.691972717192448
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,61,3.2116268642798698,2.7288642258688447,3.694389502690895
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,62,3.208352299004789,2.7194933755776987,3.6972112224318794
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,63,3.204810051027755,2.708990802435469,3.700629299620041
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,64,3.201000120348768,2.6971509021678326,3.704849338529703
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,65,3.196922506967826,2.683758228267236,3.7100867856684174
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,66,3.1925772108849317,2.668596039298649,3.7165583824712143
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,67,3.187964232100084,2.6514493508235604,3.724479113376608
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,68,3.183083570613282,2.632110756310297,3.734056384916267
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,69,3.177935226424527,2.610389782216983,3.745480670632071
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,70,3.172519199533818,2.586112092159288,3.7589263069083474
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,71,3.166835489941155,2.559128811476209,3.774542168406101
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,72,3.1608840976465395,2.5293149685704917,3.792453226722587
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,73,3.1546650226499695,2.496569905588446,3.812760139711493
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,74,3.1481782649514467,2.460820868885124,3.8355356610177695
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,75,3.14142382455097,2.422015260849529,3.8608323882524105
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,76,3.1344017014485392,2.380122524996954,3.888680877900125
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,77,3.127111895644156,2.335130371477595,3.919093419810717
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,78,3.119554407137818,2.2870385050730655,3.95207030920257
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,79,3.111729235929527,2.235859644018033,3.9875988278410217
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,80,3.1036363820192827,2.1816140932523753,4.02565867078619
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,81,3.0952758454070843,2.1243278278279263,4.066223862986242
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,82,3.0866476260929328,2.0640319915923637,4.109263260593502
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,83,3.0777517240768275,2.0007579269934865,4.1547455211601685
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,84,3.0685881393587686,1.93453922499764,4.202637053719897
midpoint,ClockTime,base,REML,midpoint_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,85,3.059156871938756,1.8654091022090444,4.252904641668468
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,18,2.5831037005044544,1.0291291185730935,4.137078282435815
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,19,2.616048054528363,1.1408535618364255,4.0912425472203005
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,20,2.648155016476515,1.2492377065398292,4.0470723264132005
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,21,2.679424586348911,1.3542524102673483,4.004596762430473
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,22,2.709856764145551,1.4558658766456345,3.963847651645468
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,23,2.7394515498664345,1.5540416416056375,3.924861458127231
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,24,2.7682089435115618,1.648738684806861,3.8876792022162623
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,25,2.7961289450809335,1.7399112206179628,3.852346669543904
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,26,2.823211554574548,1.827508010745636,3.818915098403461
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,27,2.8494567719924073,1.9114714849751435,3.787442059009671
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,28,2.87486459733451,1.9917387223747545,3.7579904722942654
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,29,2.899435030600856,2.0682408118761657,3.7306292493255464
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,30,2.9231680717914466,2.1409027843999886,3.705433359182905
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,31,2.946063720906281,2.2096460080944578,3.682481433718104
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,32,2.968121977945359,2.2743889433089226,3.6618550125817952
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,33,2.989342842908681,2.335050753890241,3.64363493192712
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,34,3.0097263157962466,2.391555518705342,3.627897112887151
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,35,3.0292723966080555,2.4438385074910176,3.614706285725094
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,36,3.0479810853441087,2.491852629198414,3.604109541489803
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,37,3.0658523820044064,2.5355785270168543,3.5961262369919584
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,38,3.082886286588947,2.5750322994605153,3.590740273717379
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,39,3.0990827990977317,2.6102750960124315,3.587890502183032
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,40,3.11444191953076,2.6414180656389687,3.5874657734225517
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,41,3.1289636478880327,2.668626071117469,3.5893012246585965
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,42,3.1426479841695487,2.6921146434934244,3.593181324845673
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,43,3.1554949283753086,2.7121431521643404,3.598846704586277
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,44,3.1675044805053125,2.7290037413154624,3.606005219695162
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,45,3.17867664055956,2.7430070968393387,3.614346184279781
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,46,3.189011408538051,2.7544683359816484,3.623554481094454
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,47,3.198508784440787,2.7636934404810227,3.633324128400551
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,48,3.2071687682677656,2.7709685692026276,3.643368967332904
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,49,3.2149913600189883,2.7765514424066895,3.653431277631287
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,50,3.2219765596944554,2.780666149997913,3.663286969390998
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,51,3.2281243672941655,2.783500301951958,3.672748432636373
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,52,3.23343478281812,2.78520359680519,3.6816659688310502
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,53,3.237907806266318,2.785888248861589,3.689927363671047
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,54,3.24154343763876,2.785629372206782,3.697457503070738
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,55,3.244341676935446,2.784466927832574,3.7042164260383177
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,56,3.246302524156375,2.7824063610640475,3.710198687248703
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,57,3.2474259793015485,2.779420575551102,3.715431383051995
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,58,3.247712042370966,2.775451273401458,3.7199728113404738
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,59,3.247160713364627,2.7704101904629974,3.723911236266257
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,60,3.2457719922825317,2.7641811264560103,3.727362858109053
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,61,3.2435458791246803,2.756621903881677,3.730469854367683
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,62,3.240482373891073,2.747566772747901,3.733397975034245
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,63,3.236581476581709,2.7368293833844843,3.7363335697789335
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,64,3.231843187196589,2.724207734155367,3.739478640237811
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,65,3.2262675057357133,2.7094876505797525,3.743047360891674
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,66,3.219854432199081,2.692449496490836,3.7472593679073265
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,67,3.212603966586692,2.6728733023093323,3.752334630864052
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,68,3.204516108898548,2.6505462302082066,3.758485987588889
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,69,3.195590859134647,2.6252672683551,3.7659144499141943
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,70,3.18582821729499,2.5968536201675145,3.7748028144224657
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,71,3.175228183379577,2.5651444162401953,3.785311950518958
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,72,3.163790757388407,2.530003727660045,3.7975777871167695
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,73,3.1515159393214813,2.491321236680432,3.811710641962531
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,74,3.1384037291788,2.4490127908999217,3.827794667457678
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,75,3.1244541269603623,2.40301840746205,3.8458898464586744
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,76,3.109667132666168,2.353299366290915,3.866034899041421
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,77,3.0940427462962177,2.2998366715491847,3.88824882104325
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,78,3.077580967850511,2.242625916064407,3.9125360196366152
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,79,3.0602817973290484,2.181675565443131,3.938888029214966
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,80,3.0421452347318296,2.1170032334644926,3.967287235999166
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,81,3.023171280058855,2.0486333116308715,3.997709248486838
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,82,3.003359933310123,1.9765943603273748,4.030125506292872
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,83,2.9827111944856357,1.9009184052504429,4.0645039837208286
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,84,2.9612250635853923,1.8216381444688785,4.100811982701906
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_5_dst_REML.rds,primary,age_main,NA,NA,NA,NA,NA,85,2.9389015406093923,1.738786771049584,4.1390163101692
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,18,7.00383123069257,5.3378186204717375,8.669843840913401
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,19,6.9964183749140165,5.41713860784858,8.575698141979453
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,20,6.989040381656585,5.4936267955864535,8.484453967726717
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,21,6.981697250920274,5.5672441999686235,8.396150301871925
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,22,6.974388982705085,5.637943182332102,8.310834783078068
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,23,6.967115577011016,5.705670728841967,8.228560425180065
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,24,6.959877033838067,5.770374187288084,8.14937988038805
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,25,6.952673353186241,5.831993901301173,8.073352805071309
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,26,6.945504535055535,5.890456199169778,8.000552870941291
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,27,6.93837057944595,5.945682677221088,7.931058481670812
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,28,6.931271486357486,5.9975871829647,7.864955789750272
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,29,6.924207255790142,6.046076157204878,7.802338354375406
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,30,6.91717788774392,6.091052559595875,7.743303215891965
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,31,6.9101833822188174,6.132404718561621,7.687962045876014
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,32,6.9032237392148375,6.170041378321975,7.6364061001077
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,33,6.896298958731978,6.203851380934454,7.588746536529502
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,34,6.889409040770239,6.233754294663469,7.54506378687701
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,35,6.882553985329622,6.259689959082727,7.505418011576517
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,36,6.8757337924101245,6.281621132496043,7.469846452324206
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,37,6.8689484620117485,6.299568187898541,7.438328736124956
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,38,6.862197994134493,6.313600712828468,7.410795275440518
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,39,6.855482388778359,6.323853821143957,7.387110956412761
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,40,6.848801645943346,6.330529093998032,7.36707419788866
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,41,6.842155765629454,6.333890163510171,7.350421367748737
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,42,6.835544747836683,6.334255447015027,7.336834048658338
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,43,6.828968592565032,6.331980307720165,7.3259568774099
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,44,6.822427299814503,6.327441408508835,7.317413191120171
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,45,6.815920869585094,6.321019086110752,7.310822653059436
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,46,6.809449301876806,6.313077611126552,7.30582099262706
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,47,6.80301259668964,6.303956318059857,7.3020688753194225
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,48,6.796610754023595,6.293962307366204,7.299259200680986
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,49,6.79024377387867,6.283358383048244,7.297129164709096
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,50,6.783911656254865,6.272364996501571,7.29545831600816
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,51,6.777614401152182,6.261156900752024,7.294071901552341
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,52,6.77135200857062,6.249870585098476,7.292833432042764
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,53,6.765124478510179,6.238594082031874,7.291654874988485
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,54,6.758931810970858,6.22738229355865,7.290481328383066
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,55,6.752774005952659,6.216243398342766,7.289304613562552
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,56,6.746651063455581,6.205161479699576,7.288140647211586
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,57,6.740562983479624,6.194073679498823,7.287052287460424
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,58,6.734509766024787,6.182891080752391,7.2861284512971825
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,59,6.728491411091071,6.171490190206737,7.285492631975406
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,60,6.722507918678477,6.159722235016428,7.285293602340525
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,61,6.7165592887870025,6.147405697274074,7.285712880299931
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,62,6.710645521416649,6.1343397532934665,7.286951289539831
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,63,6.704766616567417,6.120299236383846,7.289233996750988
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,64,6.698922574239307,6.105043662342638,7.292801486135977
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,65,6.6931133944323165,6.0883254106582925,7.29790137820634
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,66,6.687339077146447,6.069888909926473,7.304789244366422
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,67,6.681599622381699,6.049483794589952,7.313715450173447
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,68,6.675895030138071,6.026868780964789,7.324921279311353
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,69,6.670225300415565,6.001819884038927,7.338630716792203
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,70,6.66459043321418,5.974134407418688,7.355046459009671
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,71,6.658990428533914,5.94363396911642,7.374346887951408
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,72,6.653425286374771,5.910175188363326,7.396675384386217
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,73,6.647895006736749,5.873638582617453,7.422151430856045
offset,ClockTime,base,REML,offset_poly_interact_04_5_REML.rds,primary,age_main,NA,NA,NA,NA,NA,74,6.6423995896198464,5.833934250069735,7.450864929169958
