outcome,outcome_type,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,employment_clean,estimate,conf.low,conf.high,batch
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,64,Out Of Work Less Than One,6.7729379973808665,6.120014356189897,7.425861638571836,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,65,Out Of Work Less Than One,6.765417446914777,6.11498113307316,7.415853760756395,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,66,Out Of Work Less Than One,6.761113663428357,6.107938866208333,7.41428846064838,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,67,Out Of Work Less Than One,6.759868790662118,6.095934043136175,7.423803538188061,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,68,Out Of Work Less Than One,6.761524972356583,6.076214927916979,7.446835016796188,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,69,Out Of Work Less Than One,6.765924352252269,6.046610657591308,7.4852380469132305,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,70,Out Of Work Less Than One,6.772909074089694,6.005802572020082,7.5400155761593055,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,71,Out Of Work Less Than One,6.782321281609376,5.953376627658406,7.611265935560347,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,72,Out Of Work Less Than One,6.794003118551835,5.889664033934101,7.698342203169569,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,73,Out Of Work Less Than One,6.807796728657585,5.815478023517329,7.80011543379784,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,74,Out Of Work Less Than One,6.823544255667148,5.731863569583508,7.915224941750788,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,75,Out Of Work Less Than One,6.841087843321042,5.639918666859428,8.042257019782657,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,76,Out Of Work Less Than One,6.860269635359784,5.5406938416426526,8.179845429076916,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,77,Out Of Work Less Than One,6.880931775523892,5.435147813027872,8.32671573801991,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,78,Out Of Work Less Than One,6.902916407553884,5.32413756132762,8.481695253780149,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,79,Out Of Work Less Than One,6.926065675190281,5.208424241139143,8.643707109241419,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,80,Out Of Work Less Than One,6.950221722173595,5.08868599961418,8.81175744473301,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,81,Out Of Work Less Than One,6.975226692244353,4.965532162746287,8.984921221742418,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,82,Out Of Work Less Than One,7.000922729143065,4.839515620719763,9.162329837566368,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,83,Out Of Work Less Than One,7.027151976610253,4.71114375975122,9.343160193469286,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,84,Out Of Work Less Than One,7.053756578386435,4.580887659499368,9.526625497273502,pooled
duration,Duration,primary,age_x_employment,Out Of Work Less Than One,NA,NA,NA,NA,85,Out Of Work Less Than One,7.080578678212131,4.449189083782192,9.71196827264207,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,18,Out Of Work One Or More,9.959875748646873,3.5947447703791573,16.325006726914584,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,19,Out Of Work One Or More,9.833180105574762,3.8252419045367336,15.84111830661279,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,20,Out Of Work One Or More,9.70648446250266,4.055106475854018,15.357862449151302,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,21,Out Of Work One Or More,9.579790422754131,4.28420981333617,14.875371032172094,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,22,Out Of Work One Or More,9.453211484472575,4.5120857999839385,14.394337168961211,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,23,Out Of Work One Or More,9.327044265570706,4.73775069607969,13.916337835061722,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,24,Out Of Work One Or More,9.201602324906249,4.960141661466102,13.443062988346396,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,25,Out Of Work One Or More,9.077199221336924,5.178159349628764,12.976239093045084,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,26,Out Of Work One Or More,8.95414851372046,5.390645585406615,12.517651442034303,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,27,Out Of Work One Or More,8.832763760914576,5.596370780031039,12.069156741798112,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,28,Out Of Work One Or More,8.713358521777,5.7940081965868035,11.632708846967196,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,29,Out Of Work One Or More,8.596246355165453,5.982090539718234,11.210402170612673,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,30,Out Of Work One Or More,8.48174081993766,6.158962257487001,10.804519382388316,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,31,Out Of Work One Or More,8.370155474951344,6.322699179340557,10.417611770562132,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,32,Out Of Work One Or More,8.261803879064233,6.471003214773053,10.052604543355416,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,33,Out Of Work One Or More,8.156999591134046,6.6010743607104,9.712924821557692,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,34,Out Of Work One Or More,8.056056170018511,6.709476241989664,9.402636098047358,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,35,Out Of Work One Or More,7.959287174575347,6.792116206691489,9.126458142459205,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,36,Out Of Work One Or More,7.867006163662284,6.844587278092629,8.889425049231939,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,37,Out Of Work One Or More,7.779526696137039,6.8633002561873075,8.695753136086772,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,38,Out Of Work One Or More,7.697162330857342,6.847577893553238,8.546746768161446,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,39,Out Of Work One Or More,7.620226626680913,6.801695566032771,8.438757687329055,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,40,Out Of Work One Or More,7.549033142465479,6.734886833204053,8.363179451726905,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,41,Out Of Work One Or More,7.483895437068763,6.65884389941874,8.308946974718786,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,42,Out Of Work One Or More,7.425127069348487,6.5847584124663125,8.265495726230661,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,43,Out Of Work One Or More,7.3730415981623745,6.5217059667214565,8.224377229603293,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,44,Out Of Work One Or More,7.3279525823681535,6.47634837714923,8.179556787587078,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,45,Out Of Work One Or More,7.290070128113537,6.4527425715702345,8.12739768465684,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,46,Out Of Work One Or More,7.258862549605912,6.449918864060233,8.067806235151592,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,47,Out Of Work One Or More,7.233474400068205,6.4639366057892405,8.00301219434717,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,48,Out Of Work One Or More,7.213048883231016,6.4895562424381605,7.936541524023872,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,49,Out Of Work One Or More,7.196729202824926,6.520431531095828,7.873026874554024,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,50,Out Of Work One Or More,7.183658562580522,6.549365123347087,7.817952001813957,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,51,Out Of Work One Or More,7.172980166228398,6.568998917393085,7.776961415063711,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,52,Out Of Work One Or More,7.163837217499143,6.573245615398095,7.754428819600191,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,53,Out Of Work One Or More,7.155372920123342,6.559125653716155,7.751620186530529,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,54,Out Of Work One Or More,7.1467304778315865,6.527748775932626,7.7657121797305475,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,55,Out Of Work One Or More,7.1370530943544646,6.483522885806748,7.790583302902181,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,56,Out Of Work One Or More,7.125495800481694,6.4323037639185205,7.818687837044868,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,57,Out Of Work One Or More,7.111616344532967,6.379233127973176,7.843999561092758,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,58,Out Of Work One Or More,7.095464813280735,6.327410940483769,7.863518686077701,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,59,Out Of Work One Or More,7.0771212718966865,6.2785121761862905,7.875730367607082,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,60,Out Of Work One Or More,7.056665785552516,6.233270901007858,7.8800606700971745,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,61,Out Of Work One Or More,7.034178419419918,6.1917692030493,7.876587635790536,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,62,Out Of Work One Or More,7.00973923867059,6.153607427979838,7.865871049361341,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,63,Out Of Work One Or More,6.98342830847622,6.118000756467006,7.8488558604854335,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,64,Out Of Work One Or More,6.955325694008503,6.083832199895003,7.826819188122004,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,65,Out Of Work One Or More,6.925511460439137,6.04968601716027,7.801336903718004,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,66,Out Of Work One Or More,6.89406567293981,6.013881131809767,7.774250214069853,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,67,Out Of Work One Or More,6.861068396682218,5.974522442692203,7.747614350672233,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,68,Out Of Work One Or More,6.826599696838059,5.929586630356573,7.7236127633195455,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,69,Out Of Work One Or More,6.790739638579023,5.877050710510965,7.70442856664708,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,70,Out Of Work One Or More,6.753568287076801,5.815055148409678,7.692081425743924,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,71,Out Of Work One Or More,6.715165707503092,5.742075503130648,7.688255911875537,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,72,Out Of Work One Or More,6.675611965029587,5.6570589027500064,7.694165027309167,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,73,Out Of Work One Or More,6.634987124827981,5.559489636010973,7.710484613644988,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,74,Out Of Work One Or More,6.593371252069969,5.449369652750766,7.737372851389171,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,75,Out Of Work One Or More,6.550844411927244,5.327131788521133,7.774557035333355,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,76,Out Of Work One Or More,6.507486669571495,5.193520284173624,7.821453054969367,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,77,Out Of Work One Or More,6.463378090174424,5.04947205113867,7.877284129210178,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,78,Out Of Work One Or More,6.4185987389077175,4.896019645883577,7.941177831931858,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,79,Out Of Work One Or More,6.373228680943075,4.7342224683673155,8.012234893518835,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,80,Out Of Work One Or More,6.327347981452187,4.565124088906449,8.089571873997924,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,81,Out Of Work One Or More,6.281036705606751,4.389728858246853,8.17234455296665,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,82,Out Of Work One Or More,6.234374918578455,4.208992332379697,8.259757504777212,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,83,Out Of Work One Or More,6.187442685538998,4.023819941995675,8.351065429082322,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,84,Out Of Work One Or More,6.140320071660072,3.8350686323341394,8.445571510986003,pooled
duration,Duration,primary,age_x_employment,Out Of Work One Or More,NA,NA,NA,NA,85,Out Of Work One Or More,6.09308714211337,3.643551897457117,8.542622386769622,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,18,Retired,7.848931782946582,6.923408169560137,8.774455396333027,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,19,Retired,7.828480305405096,6.957544195715112,8.69941641509508,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,20,Retired,7.808028827863614,6.99105787415244,8.624999781574788,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,21,Retired,7.787577638676772,7.023817949525387,8.551337327828156,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,22,Retired,7.767147150266068,7.055612179558082,8.478682120974053,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,23,Retired,7.746790708789206,7.086125566096718,8.407455851481695,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,24,Retired,7.726564707200077,7.1150120338234935,8.33811738057666,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,25,Retired,7.706525538452569,7.141897376080613,8.2711537008245255,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,26,Retired,7.686729595500573,7.16637685398083,8.207082337020315,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,27,Retired,7.667233271297971,7.188022629316434,8.146443913279509,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,28,Retired,7.64809295879866,7.206393718633289,8.08979219896403,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,29,Retired,7.629365050956525,7.22105799945019,8.03767210246286,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,30,Retired,7.611105940725456,7.231641609787445,7.990570271663467,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,31,Retired,7.593372021059339,7.237883575953444,7.948860466165233,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,32,Retired,7.5762196849120675,7.239712568428657,7.912726801395478,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,33,Retired,7.559705325237525,7.237322675141998,7.882087975333052,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,34,Retired,7.543885334989605,7.231195784298036,7.856574885681175,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,35,Retired,7.528816107122195,7.22208992837834,7.835542285866049,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,36,Retired,7.514554034589184,7.210953306860341,7.818154762318027,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,37,Retired,7.501155510344459,7.198822131547602,7.803488889141316,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,38,Retired,7.488676927341913,7.186715527424013,7.790638327259813,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,39,Retired,7.47717467853543,7.175551527846792,7.778797829224069,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,40,Retired,7.466705156878903,7.16609185609654,7.767318457661266,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,41,Retired,7.457324755326217,7.158911289301658,7.755738221350777,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,42,Retired,7.449089866831264,7.154354579909281,7.743825153753248,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,43,Retired,7.442056884347933,7.152499538223652,7.731614230472213,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,44,Retired,7.436282200830108,7.153083787722409,7.719480613937808,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,45,Retired,7.431796859335569,7.155335135375003,7.708258583296136,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,46,Retired,7.428450135343216,7.157563268933369,7.6993370017530625,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,47,Retired,7.426011970428356,7.157842151207767,7.694181789648946,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,48,Retired,7.424251975488736,7.154599011031072,7.6939049399464,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,49,Retired,7.422939761422092,7.1469300065239,7.698949516320284,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,50,Retired,7.421844939126166,7.134759287884487,7.708930590367846,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,51,Retired,7.420737119498702,7.118762754749924,7.722711484247481,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,52,Retired,7.419385913437443,7.100117851937354,7.738653974937533,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,53,Retired,7.417560931840126,7.080213800469939,7.754908063210313,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,54,Retired,7.415031785604495,7.060459476287938,7.7696040949210525,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,55,Retired,7.411568085628291,7.042143785629426,7.780992385627156,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,56,Retired,7.406942901060975,7.0263766567817925,7.787509145340158,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,57,Retired,7.401047056326315,7.013722349528327,7.788371763124304,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,58,Retired,7.3939153364289725,7.004065133715341,7.783765539142604,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,59,Retired,7.385591292107312,6.996996819799749,7.7741857644148755,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,60,Retired,7.376118474099704,6.991855995203261,7.760380952996146,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,61,Retired,7.365540433144506,6.987695258757363,7.74338560753165,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,62,Retired,7.353900719980095,6.983263286977431,7.72453815298276,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,63,Retired,7.341242885344832,6.976969845591557,7.705515925098108,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,64,Retired,7.327610479977085,6.9669010432825464,7.688319916671623,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,65,Retired,7.313047054615221,6.950946608753355,7.675147500477086,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,66,Retired,7.297596159997606,6.9270606289584675,7.668131691036744,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,67,Retired,7.281301346862605,6.8936144781169775,7.668988215608233,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,68,Retired,7.26420616594859,6.8496976102623135,7.678714721634866,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,69,Retired,7.246354167993922,6.795196413617573,7.697511922370271,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,70,Retired,7.227788903736968,6.730631718565509,7.724946088908427,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,71,Retired,7.208553923916099,6.656888575323328,7.760219272508871,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,72,Retired,7.1886927792696795,6.574977513281228,7.802408045258131,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,73,Retired,7.1682490205360745,6.485885149513342,7.850612891558807,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,74,Retired,7.147266198453652,6.390510114749365,7.904022282157939,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,75,Retired,7.12578786376078,6.289642353094069,7.961933374427491,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,76,Retired,7.1038575671958215,6.183975975212575,8.023739159179067,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,77,Retired,7.081518859497146,6.074117720372721,8.088919998621572,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,78,Retired,7.05881529140312,5.960614744529235,8.157015838277005,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,79,Retired,7.0357904136521094,5.843956544675325,8.227624282628895,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,80,Retired,7.012487776982481,5.724592933988436,8.300382619976526,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,81,Retired,6.988950932132604,5.602944463597163,8.374957400668045,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,82,Retired,6.9652234298408375,5.479407519702033,8.451039339979642,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,83,Retired,6.941348820845557,5.354357546660004,8.528340095031112,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,84,Retired,6.917370655885125,5.228156509813013,8.606584801957236,pooled
duration,Duration,primary,age_x_employment,Retired,NA,NA,NA,NA,85,Retired,6.893332485697909,5.101155467276442,8.685509504119375,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,18,Self Employed,5.647048376879387,3.985531926693132,7.308564827065642,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,19,Self Employed,5.725901134351462,4.16536591439672,7.286436354306204,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,20,Self Employed,5.804753891823539,4.344298426689502,7.265209356957577,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,21,Self Employed,5.883605611697356,4.522127877190348,7.245083346204364,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,22,Self Employed,5.962382843125303,4.69840034534085,7.226365340909756,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,23,Self Employed,6.040893628455425,4.872287291880295,7.209499965030555,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,24,Self Employed,6.118935046624982,5.042876657073826,7.194993436176137,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,25,Self Employed,6.196304176571226,5.209190662116315,7.183417691026136,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,26,Self Employed,6.272798097231415,5.370174695468827,7.175421498994003,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,27,Self Employed,6.348213887542801,5.524687705869343,7.17174006921626,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,28,Self Employed,6.4223486264426475,5.6715031193114855,7.173194133573809,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,29,Self Employed,6.494999392868204,5.809331234225352,7.180667551511055,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,30,Self Employed,6.565963265756729,5.936881649609315,7.195044881904142,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,31,Self Employed,6.635037324045473,6.052985779433808,7.217088868657138,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,32,Self Employed,6.702018646671699,6.156787812413997,7.247249480929401,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,33,Self Employed,6.766704312572658,6.2479700962352265,7.28543852891009,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,34,Self Employed,6.828891400685606,6.32693039057789,7.330852410793322,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,35,Self Employed,6.888376989947804,6.394807340518715,7.381946639376893,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,36,Self Employed,6.944958159296503,6.4533182024107205,7.436598116182285,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,37,Self Employed,6.998431987668958,6.504473740303974,7.492390235033943,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,38,Self Employed,7.04859555400243,6.550292713948835,7.546898394056026,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,39,Self Employed,7.095245937234167,6.59259971823445,7.597892156233884,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,40,Self Employed,7.138180216301433,6.632921835167392,7.643438597435474,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,41,Self Employed,7.177195470141476,6.672455130031668,7.681935810251284,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,42,Self Employed,7.212088777691558,6.7120605116696055,7.71211704371351,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,43,Self Employed,7.242657217888933,6.752256566809864,7.733057868968002,pooled
duration,Duration,primary,age_x_employment,Self Employed,NA,NA,NA,NA,44,Self Employed,7.268697869670853,6.793180778147169,7.744214961194537,pooled
