outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,dst_observes,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high,employment_clean
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,55,NA,NA,-49.94455260198255,-203.6015134270561,103.712408223091,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,55,NA,NA,-47.267714949494064,-202.73168080137995,108.19625090239182,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,55,NA,NA,-45.38442220755017,-199.6297474913192,108.86090307621888,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,56,NA,NA,-46.06579486501093,-202.88581722528065,110.7542274952588,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,56,NA,NA,-50.93162757644061,-207.1830021631636,105.3197470102824,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,56,NA,NA,-48.25478992395213,-206.31267430795407,109.8030944600498,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,56,NA,NA,-46.371497182008234,-203.21199035495212,110.46899599093568,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,57,NA,NA,-47.05286983946895,-206.46775424774685,112.36201456880896,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,57,NA,NA,-51.9187025508986,-210.76458788543437,106.92718278363718,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,57,NA,NA,-49.241864898410114,-209.8937779102441,111.41004811342388,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,57,NA,NA,-47.358572156466224,-206.7943000843023,112.0771557713699,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,58,NA,NA,-48.039944813926994,-210.0497691709417,113.96987954308769,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,58,NA,NA,-52.90577752535665,-214.34625594790828,108.53470089719497,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,58,NA,NA,-50.22893987286816,-213.4749791267036,113.0170993809673,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,58,NA,NA,-48.34564713092427,-210.37667121560065,113.6853769537521,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,59,NA,NA,-49.027019788385005,-213.6318554672756,115.57781589050562,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,59,NA,NA,-53.89285249981469,-217.9280032686404,110.14229826901104,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,59,NA,NA,-51.2160148473262,-217.05627428257293,114.62424458792054,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,59,NA,NA,-49.33272210538231,-213.95910180731497,115.2936575965503,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,60,NA,NA,-50.01409476284306,-217.21400425794397,117.18581473225784,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,60,NA,NA,-54.879927474272726,-221.50983490463025,111.7499799560848,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,60,NA,NA,-52.203089821784225,-220.63766434794425,116.2314847043758,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,60,NA,NA,-50.319797079840335,-217.54158939346735,116.90199523378668,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,61,NA,NA,-51.00116973730107,-220.79621934681177,118.79387987220964,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,61,NA,NA,-55.86700244873073,-225.0917370614127,113.3577321639512,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,61,NA,NA,-53.19016479624224,-224.21913906705825,117.83880947457374,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,61,NA,NA,-51.30687205429835,-221.12413097402217,118.51038686542542,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,62,NA,NA,-51.98824471175911,-224.37849858478623,120.40200916126804,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,62,NA,NA,-56.85407742318879,-228.6737072695919,114.96555242321432,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,62,NA,NA,-54.177239770700304,-227.80069546952544,119.44621592812484,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,62,NA,NA,-52.29394702875641,-224.70672316273823,120.11882910522542,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,63,NA,NA,-52.97531968621715,-227.96083378769265,122.01019441525833,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,63,NA,NA,-57.84115239764683,-232.25575066528995,116.5734458699963,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,63,NA,NA,-55.16431474515834,-231.3823350076351,121.0537055173184,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,63,NA,NA,-53.28102200321445,-228.28936729926113,121.72732329283224,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,64,NA,NA,-53.96239466067516,-231.5432255199073,123.618436198557,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,64,NA,NA,-58.82822737210481,-235.8378609406448,118.18140619643518,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,64,NA,NA,-56.151389719616326,-234.9640515426164,122.66127210338374,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,64,NA,NA,-54.268096977672435,-231.87205790027093,123.33586394492607,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,65,NA,NA,-54.94946963513316,-235.12566870576788,125.22672943550154,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,65,NA,NA,-59.81530234656282,-239.42002733544905,119.7894226423234,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,65,NA,NA,-57.13846469407433,-238.54583576852764,124.26890638037897,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,65,NA,NA,-55.25517195213044,-235.4547902652517,124.9444463609908,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,66,NA,NA,-55.93654460959122,-238.7081661348202,126.83507691563774,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,66,NA,NA,-60.80237732102088,-243.0022577078902,121.39750306584844,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,66,NA,NA,-58.12553966853239,-242.1276941814669,125.87661484440213,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,66,NA,NA,-56.2422469265885,-239.03757033742008,126.55307648424306,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,67,NA,NA,-56.923619584049234,-242.2907121122927,128.4434729441943,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,67,NA,NA,-61.78945229547889,-246.58454081937668,123.0056362284189,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,67,NA,NA,-59.1126146429904,-245.7096151151827,127.4843858292019,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,67,NA,NA,-57.22932190104651,-242.620387579224,128.16174377713097,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,68,NA,NA,-57.91069455850727,-245.87330810224304,130.0519189852285,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,68,NA,NA,-62.77652726993695,-250.166876736527,124.61382219665312,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,68,NA,NA,-60.09968961744846,-249.2915992306609,129.09221999576397,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,68,NA,NA,-58.21639687550457,-246.20324533133856,129.77045158032945,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,69,NA,NA,-58.8977695329653,-249.45594447841088,131.66040541248026,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,69,NA,NA,-63.76360224439495,-253.7492729558401,126.2220684670502,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,69,NA,NA,-61.086764591906466,-252.87365078236897,130.700121598556,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,69,NA,NA,-59.203471849962575,-249.78614381939713,131.379200119472,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,70,NA,NA,-59.884844507423345,-253.03862572929623,133.26893671444958,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,70,NA,NA,-64.750677218853,-257.33171569190193,127.83036125419592,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,70,NA,NA,-62.07383956636451,-256.4557589187209,132.30807978599185,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,70,NA,NA,-60.19054682442062,-253.36907811517636,132.9879844663351,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,71,NA,NA,-60.871919481881406,-256.6213476537054,134.8775086899426,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,71,NA,NA,-65.73775219331107,-260.914205323318,129.4387009366959,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,71,NA,NA,-63.06091454082257,-260.03792156251313,133.91609248086797,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,71,NA,NA,-61.17762179887868,-256.9520453704797,134.59680177272233,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,72,NA,NA,-61.85899445633937,-260.20411166126365,136.48612274858493,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,72,NA,NA,-66.72482716776902,-264.4967416891229,131.04708735358486,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,72,NA,NA,-64.04798951528053,-263.620139418086,135.52416038752494,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,72,NA,NA,-62.16469677333664,-260.5350471088064,136.20565356213314,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,73,NA,NA,-62.84606943079742,-263.7869165722967,138.09477771070186,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,73,NA,NA,-67.7119021422271,-268.0793171597079,132.65551287525366,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,73,NA,NA,-65.03506448973862,-267.20240582185204,137.13227684237478,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,73,NA,NA,-63.151771747794726,-264.11807913651944,137.81453564093002,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,74,NA,NA,-63.83314440525543,-267.36975318734034,139.7034643768295,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,74,NA,NA,-68.69897711668509,-271.6619445970236,134.26399036365342,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,74,NA,NA,-66.0221394641966,-270.78472832444,138.7404493960468,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,74,NA,NA,-64.13884672225271,-267.70114457915264,139.42345113464722,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,75,NA,NA,-64.82021937971349,-270.9526282472363,141.31218948780935,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,75,NA,NA,-69.68605209114315,-275.2446124831155,135.87250830082914,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,75,NA,NA,-67.00921443865467,-274.36710112725746,140.34867224994815,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,75,NA,NA,-65.12592169671078,-271.2842427413285,141.03239934790693,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,76,NA,NA,-65.8072943541715,-274.53553783932597,142.920949130983,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,76,NA,NA,-70.67312706560116,-278.827315404641,137.4810612734387,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,76,NA,NA,-67.99628941311268,-277.94951425944606,141.95693543322074,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,76,NA,NA,-66.11299667116879,-274.8673651287792,142.64137178644165,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,77,NA,NA,-66.7943693286295,-278.1184826889794,144.5297440317204,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,77,NA,NA,-71.66020204005919,-282.4100549411761,139.08965086105775,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,77,NA,NA,-68.9833643875707,-281.53197244697037,143.56524367182894,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,77,NA,NA,-67.10007164562681,-278.4505163285691,144.25037303731546,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,78,NA,NA,-67.78144430308757,-281.70145513434926,146.13856652817412,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,78,NA,NA,-72.64727701451723,-285.9928382746838,140.69828424564935,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,78,NA,NA,-69.97043936202874,-285.114479048121,145.17360032406353,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,78,NA,NA,-68.08714662008485,-282.03369607372616,145.8594028335565,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,79,NA,NA,-68.7685192775456,-285.28445790773117,147.74741935264,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,79,NA,NA,-73.63435198897525,-289.5756537538758,142.30694977592532,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,79,NA,NA,-70.95751433648677,-288.6970254557159,146.7819967827424,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,79,NA,NA,-69.07422159454288,-285.616901356339,147.46845816725326,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,80,NA,NA,-69.75559425200359,-288.86749552529534,149.3563070212882,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,80,NA,NA,-74.62142696343325,-293.15850077098116,143.9156468441147,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,80,NA,NA,-71.94458931094479,-292.2796075440964,148.3904289222068,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,80,NA,NA,-70.0612965690009,-289.2001285794887,149.07753544148687,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,81,NA,NA,-70.74266922646166,-292.4505593894869,150.9652209365636,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,81,NA,NA,-75.60850193789132,-296.74138620332855,145.52438232754588,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,81,NA,NA,-72.93166428540286,-295.8622330580925,149.99890448728678,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,81,NA,NA,-71.04837154345894,-292.78338448302145,150.6866413961036,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,82,NA,NA,-71.72974420091965,-296.0336486566219,152.5741602547826,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,82,NA,NA,-76.59557691234932,-300.32429908838236,147.13314526368373,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,82,NA,NA,-73.91873925986083,-299.44489801935083,151.6074194996292,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,82,NA,NA,-72.03544651791694,-296.3666602877247,152.29576725189082,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,83,NA,NA,-72.71681917537768,-299.61676439710277,154.1831260463474,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,83,NA,NA,-77.58265188680737,-303.9072420100032,148.74193823638842,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,83,NA,NA,-74.90581423431888,-303.0275939651914,153.21596549655362,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,83,NA,NA,-73.02252149237499,-299.9499582636587,153.90491527890867,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,84,NA,NA,-73.70389414983576,-303.19990538939146,155.7921170897199,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,84,NA,NA,-78.56972686126542,-307.49021525849815,150.3507615359673,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,84,NA,NA,-75.89288920877694,-306.6103267783266,154.82454836077278,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,84,NA,NA,-74.00959646683305,-303.5332758142236,155.5140828805575,Not Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,85,NA,NA,-74.69096912429374,-306.78307463270147,157.40113638411395,Working
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,85,NA,NA,-79.5568018357234,-311.0732200269497,151.9596163555029,Student
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,85,NA,NA,-76.87996418323492,-310.1930949513648,156.433166584895,Retired
duration,Duration,base,REML,duration_poly_interact_04_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,85,NA,NA,-74.99667144129103,-307.11661869484897,157.12327581226694,Not Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,18,NA,NA,-9.420462599903004,-68.24363298769919,49.40270778789317,Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,18,NA,NA,-14.165519133871715,-72.45094244064964,44.11990417290621,Student
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,18,NA,NA,-11.83616060063877,-72.02255940912595,48.350238207848406,Retired
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,18,NA,NA,-9.840575424893954,-68.67925944612254,48.99810859633463,Not Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,19,NA,NA,-10.45929026724319,-71.88575880378646,50.96717826930008,Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,19,NA,NA,-15.204346801211903,-76.09040211477209,45.68170851234829,Student
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,19,NA,NA,-12.874988267978956,-75.6597525523658,49.90977601640789,Retired
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,19,NA,NA,-10.87940309223414,-72.32445794945579,50.56565176498751,Not Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,20,NA,NA,-11.498117934583366,-75.5292670879986,52.53303121883188,Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,20,NA,NA,-16.243174468552077,-79.73147497697525,47.24512603987109,Student
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,20,NA,NA,-13.91381593531914,-79.29869374042522,51.47106186978695,Retired
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,20,NA,NA,-11.918230759574316,-75.97078813783587,52.13432661868724,Not Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,21,NA,NA,-12.536945601923572,-79.17399958792213,54.10010838407498,Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,21,NA,NA,-17.282002135892284,-83.37397365707409,48.80996938528952,Student
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,21,NA,NA,-14.952643602659338,-82.93918110089056,53.03389389557189,Retired
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,21,NA,NA,-12.95705842691452,-79.61812179566516,53.704004941836125,Not Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,22,NA,NA,-13.575773269263756,-82.81981531244654,55.66826877391902,Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,22,NA,NA,-18.32082980323247,-87.01773361525277,50.376074008787825,Student
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,22,NA,NA,-15.991471269999522,-86.58104582677277,54.59810328677372,Retired
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,22,NA,NA,-13.995886094254706,-83.26634246356974,55.274570275060334,Not Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,23,NA,NA,-14.61460093660396,-86.46659747657247,57.23739560336455,Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,23,NA,NA,-19.35965747057267,-90.66261773508508,51.943302793939736,Student
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Retired,NA,NA,NA,NA,23,NA,NA,-17.030298937339726,-90.2241405178878,56.163542643208345,Retired
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Not Working,NA,NA,NA,NA,23,NA,NA,-15.03471376159491,-86.91535464791038,56.845927124720554,Not Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Working,NA,NA,NA,NA,24,NA,NA,-15.653428603944146,-90.11424280114883,58.807385593260534,Working
duration,Duration,dst,REML,duration_poly_interact_04_dst_REML.rds,primary,age_x_employment,Student,NA,NA,NA,NA,24,NA,NA,-20.398485137912857,-94.3085053606025,53.51153508477678,Student
