outcome,outcome_type,batch,model_method,model_file,outcome_variant,analysis,employment_status,is_weekend_factor,sex_concept,month,age_at_sleep,PhotoPeriod,duration_hours,estimate,conf.low,conf.high,SE,df
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,I prefer not to answer,NA,NA,NA,NA,27.3263948678741,23.4581237189462,31.1946660168019,1.94840625876367,94.6288874513791
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Intersex,NA,NA,NA,NA,21.0155908281278,16.9264455055899,25.1047361506657,2.05972516724366,94.8671342116366
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Male,NA,NA,NA,NA,24.2248475113664,19.1059218451981,29.3437731775347,2.2556568987879,8.81605607233426
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,No matching concept,NA,NA,NA,NA,21.4322994116055,17.5513399158867,25.3132589073243,1.9544807507768,93.4603431841507
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,PMI: Skip,NA,NA,NA,NA,28.8153839502752,23.7970651258957,33.8337027746548,2.52763008585145,94.505528870998
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Sex At Birth: Sex At Birth None Of These,NA,NA,NA,NA,23.5509500674006,18.7043919271503,28.3975082076509,2.44101913517057,94.2125899209174
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,01,NA,NA,NA,20.9231610950418,15.2023914536457,26.6439307364378,2.88138517727052,94.3646134657586
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,02,NA,NA,NA,20.7989564279877,16.2590720074242,25.3388408485512,2.28469449541577,88.6526098559252
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,03,NA,NA,NA,25.6122680516212,21.0250477980496,30.1994883051928,2.31046922277381,94.4271883167059
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,04,NA,NA,NA,22.3051395066194,17.1100061747425,27.5002728384962,2.61634762088667,93.5664888119766
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,05,NA,NA,NA,22.2204038416107,15.318309557002,29.1224981262194,3.47197784591548,85.9731413357707
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,06,NA,NA,NA,24.5138789651468,17.7388562310924,31.2889016992012,3.41262042454303,94.8755628865663
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,07,NA,NA,NA,23.3706859693317,17.8131905510366,28.9281813876267,2.79817894579943,91.9124888829448
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,08,NA,NA,NA,24.6102968393597,16.8755458130341,32.3450478656853,2.63029899326409,3.49860194331475
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,09,NA,NA,NA,24.4062825362136,19.3940586110335,29.4185064613938,2.52468750314099,94.8744852236121
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,10,NA,NA,NA,23.8969041698098,19.0047061909994,28.7891021486202,2.41013587827675,35.1281481359606
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,11,NA,NA,NA,27.2800963980019,23.1693449142593,31.3908478817444,2.07028771132385,93.7433865227731
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,12,NA,NA,NA,26.3072680352061,20.8835213135175,31.7310147568948,2.73176342156118,94.3115612058078
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,01,NA,NA,NA,21.1691231637342,15.025955997239,27.3122903302294,3.09402150883825,94.0999523571964
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,02,NA,NA,NA,21.0449184966802,16.0766498874983,26.013187105862,2.50139710572836,91.6151909637311
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,03,NA,NA,NA,25.8582301203136,20.8318937800389,30.8845664605884,2.53140060157564,93.740920042583
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,04,NA,NA,NA,22.5511015753118,17.0144659990126,28.087737151611,2.78835272413965,93.6162537355771
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,05,NA,NA,NA,22.4663659103031,15.2482046747897,29.6845271458165,3.63133084699935,86.5763940300967
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,06,NA,NA,NA,24.7598410338392,17.6352526092052,31.8844294584732,3.58869824146445,94.8744139279095
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,07,NA,NA,NA,23.6166480380241,17.7006311033378,29.5326649727103,2.97891743523139,92.434143931348
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,08,NA,NA,NA,24.8562589080521,18.4613859461729,31.2511318699313,2.817964104166,8.81726862598508
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,09,NA,NA,NA,24.6522446049061,19.0502517542144,30.2542374555977,2.82177531475118,94.920422368859
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,10,NA,NA,NA,24.1428662385022,18.7898972237034,29.495835253301,2.63302970914848,33.6570858567561
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,11,NA,NA,NA,27.5260584666943,22.964565345662,32.0875515877266,2.29722399109552,93.5265529274699
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekday,NA,12,NA,NA,NA,26.5532301038985,20.4887790196023,32.6176811881948,3.05442473381963,94.2154848344748
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,01,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,02,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,03,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,04,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,05,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,06,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,07,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,08,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,09,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_04_dst_REML.rds,primary,emm_month_x_weekend,NA,Weekend,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_x_weekend,Working,Weekday,NA,NA,NA,NA,NA,24.8365538458257,19.0785136183909,30.5945940732604,2.89930123971666,92.2673424574483
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_x_weekend,Student,Weekday,NA,NA,NA,NA,NA,23.7357181968588,17.056975635143,30.414460758574705,3.36003861743325,86.7219030815064
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_x_weekend,Retired,Weekday,NA,NA,NA,NA,NA,26.089304413151,20.2242310657185,31.9543777605836,2.95387123159977,93.8860868427343
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_x_weekend,Not Working,Weekday,NA,NA,NA,NA,NA,23.7878987304482,20.490937528196,27.0848599327004,1.66043848887234,93.7346887886618
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_x_weekend,Working,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_x_weekend,Student,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_x_weekend,Retired,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_x_weekend,Not Working,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_main,Working,NA,NA,NA,NA,NA,NA,24.2300921335248,20.3861294445049,28.0740548225447,1.93289624885364,83.7219447187067
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_main,Student,NA,NA,NA,NA,NA,NA,24.0620115551156,19.0921856562158,29.0318374540153,2.49933186587873,84.4297692316127
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_main,Retired,NA,NA,NA,NA,NA,NA,24.3116909209397,19.7269970319326,28.8963848099467,2.30885918289069,93.3753266163786
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_employment_main,Not Working,NA,NA,NA,NA,NA,NA,23.8008412725914,21.4676592421366,26.1340233030462,1.17509153470152,93.9683596347494
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_weekend_main,NA,Weekday,NA,NA,NA,NA,NA,24.2809540769794,21.2013263523352,27.3605818016236,1.55091308762741,93.410361584332
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_weekend_main,NA,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_sex_main,NA,NA,Female,NA,NA,NA,NA,24.2164289008915,-181.913417813039,230.346275614822,3.5861642902814,0.623729513736192
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_sex_main,NA,NA,I prefer not to answer,NA,NA,NA,NA,27.3325540202734,23.4290802795898,31.2360277609569,1.9658140739187,93.4421389224086
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_sex_main,NA,NA,Intersex,NA,NA,NA,NA,21.0027869479301,16.8882628044165,25.1173110914437,2.0722272442811702,93.8803354028716
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_sex_main,NA,NA,Male,NA,NA,NA,NA,24.1928518768949,18.9199247055654,29.4657790482245,2.31608290965619,8.63880449341679
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_sex_main,NA,NA,No matching concept,NA,NA,NA,NA,21.4385032426894,17.5314204226258,25.345586062753,1.96739057889883,92.5774137189756
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_sex_main,NA,NA,PMI: Skip,NA,NA,NA,NA,28.8151705262057,23.7699903200528,33.8603507323586,2.54083237162649,93.5760769066368
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_sex_main,NA,NA,Sex At Birth: Sex At Birth None Of These,NA,NA,NA,NA,23.5595842560124,18.6835867392575,28.4355817727672,2.45554026023279,93.317719973126
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,01,NA,NA,NA,20.9290279766689,14.8542140587907,27.0038418945471,3.05922064188427,93.2235517688032
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,02,NA,NA,NA,20.7864255865681,16.1919193181954,25.3809318549408,2.31156599003068,86.9750774706619
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,03,NA,NA,NA,25.6037352991232,20.9929237061738,30.2145468920727,2.32202785626881,93.4236244463551
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,04,NA,NA,NA,22.3472723121149,17.1021504347824,27.5923941894474,2.64127519002529,92.9021410782984
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,05,NA,NA,NA,22.2166040922499,15.2179024385238,29.2153057459761,3.51918264440921,83.6555505371493
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,06,NA,NA,NA,24.5500269968907,17.7216578356821,31.3783961580992,3.43904606624067,93.9339672046947
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,07,NA,NA,NA,23.3440280661265,17.703642290078,28.984413842175,2.83913537658006,90.0611719217531
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,08,NA,NA,NA,24.4986038915856,18.6055403848106,30.3916673983605,2.48023962065864,6.8383104935324
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,09,NA,NA,NA,24.3623259159766,19.3054822290832,29.41916960287,2.54685466928599,93.9942427777217
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,10,NA,NA,NA,23.9991000946554,19.1517849850196,28.8464152042911,2.42259367563867,59.1654626811216
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,11,NA,NA,NA,27.2803681296537,23.1493735819744,31.411362677333,2.08021244280745,92.8211416427688
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_main,NA,NA,NA,12,NA,NA,NA,26.230080632426,20.70112661802,31.7590346468319,2.78446898539395,93.5773325350999
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,01,NA,NA,NA,21.1862922062259,14.7422265163225,27.6303578961293,3.24513634458761,93.144721518768
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,02,NA,NA,NA,21.0436898161251,16.0210936923922,26.066285939858,2.52813015917833,89.9680490571059
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,03,NA,NA,NA,25.8609995286802,20.8069599277427,30.9150391296177,2.54502282299783,92.8207011686835
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,04,NA,NA,NA,22.6045365416719,17.0167781786991,28.1922949046447,2.8136809134414,92.5654558318248
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,05,NA,NA,NA,22.4738683218069,15.1685879169932,29.7791487266206,3.67393631624159,84.5903373504938
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,06,NA,NA,NA,24.8072912264476,17.6285360902696,31.9860463626257,3.61548275792663,93.8702443037626
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,07,NA,NA,NA,23.6012922956835,17.6100547000514,29.5925298913155,3.01598153893477,90.5950709274059
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,08,NA,NA,NA,24.7558681211425,18.9812357395095,30.5305005027756,2.70809554297943,14.9268887776918
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,09,NA,NA,NA,24.6195901455336,18.9764627640589,30.2627175270083,2.84209720291158,93.9020236773145
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,10,NA,NA,NA,24.2563643242123,18.9750841117175,29.5376445367072,2.63869221297656,58.3299831526795
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,11,NA,NA,NA,27.5376323592107,22.956666951372,32.1185977670494,2.3067184468074,92.5710743817403
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekday,NA,12,NA,NA,NA,26.4873448619829,20.3355261560656,32.6391635679002,3.09820407605791,93.6940538080281
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,01,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,02,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,03,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,04,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,05,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,06,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,07,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,08,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,09,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
midpoint,ClockTime,dst,REML,midpoint_poly_interact_duration_adjusted_04_dst_REML.rds,adjusted,emm_month_x_weekend,NA,Weekend,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Working,Weekday,NA,NA,NA,NA,NA,27.4487458655586,21.6968141639565,33.2006775671608,2.89662685270633,93.2400474780067
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Student,Weekday,NA,NA,NA,NA,NA,20.7016462374199,13.9684451561005,27.4348473187393,3.38868103899634,89.0345122467229
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Retired,Weekday,NA,NA,NA,NA,NA,25.1439725626907,19.2097286371623,31.0782164882191,2.98907317281933,94.7728992091233
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Not Working,Weekday,NA,NA,NA,NA,NA,24.8135304144339,21.4679876659378,28.15907316293,1.68514041753727,94.7452059012603
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Working,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Student,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Retired,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_x_weekend,Not Working,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Working,NA,NA,NA,NA,NA,NA,24.2110694330184,20.3631577426812,28.0589811233556,1.93464893953735,83.0397482854759
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Student,NA,NA,NA,NA,NA,NA,21.7412467409567,16.7812523423687,26.7012411395446,2.49576170296048,87.7556841534462
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Retired,NA,NA,NA,NA,NA,NA,22.944277836162,18.2787872335019,27.6097684388222,2.3498651236786,94.3438574273484
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_employment_main,Not Working,NA,NA,NA,NA,NA,NA,24.1377030071709,21.7734530141126,26.5019530002292,1.19090679844133,94.9966468396568
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_weekend_main,NA,Weekday,NA,NA,NA,NA,NA,24.9334360565435,21.8351343116586,28.0317378014284,1.56056655637665,94.5612363793128
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_weekend_main,NA,Weekend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Female,NA,NA,NA,NA,24.5475137924446,-121.130881982812,170.225909567701,3.47046194901398,0.674807407373079
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,I prefer not to answer,NA,NA,NA,NA,23.0881901099745,19.1594177293475,27.0169624906014,1.97887754261732,94.6195420643318
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Intersex,NA,NA,NA,NA,22.2748733337047,18.1176030195134,26.432143647896,2.09403915971488,94.8638251170364
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Male,NA,NA,NA,NA,24.9742681645207,19.7379527569412,30.2105835721003,2.2992515191038,8.62118954989904
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,No matching concept,NA,NA,NA,NA,24.0974176576172,20.1320587476569,28.0627765675775,1.99697439649073,93.4227343249385
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,PMI: Skip,NA,NA,NA,NA,22.2420494957971,17.1274359134129,27.3566630781814,2.57612756375364,94.4932843828043
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_sex_main,NA,NA,Sex At Birth: Sex At Birth None Of These,NA,NA,NA,NA,23.812194355504,18.9259583681412,28.6984303428668,2.46099667234228,94.193107488771
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,01,NA,NA,NA,24.0243625341207,16.8870651317904,31.161659936451105,3.59483909714965,94.344629513822
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,02,NA,NA,NA,26.1402444823065,21.524286138793,30.75620282582,2.32292519457467,88.5053630755908
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,03,NA,NA,NA,22.8124877283255,18.1601214551732,27.4648540014778,2.34327711046099,94.4130654404853
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,04,NA,NA,NA,25.5511377752815,20.2867401447575,30.8155354058055,2.65121713180853,93.5313771099416
offset,ClockTime,dst,REML,offset_poly_interact_04_dst_REML.rds,primary,emm_month_main,NA,NA,NA,05,NA,NA,NA,23.0553285020887,16.0479237075602,30.0627332966172,3.52483337634717,85.7701014320633
